# GameSim:id,homeFormation,awayFormation,gameState,time
GameSim:21,ONE_FOUR_FOUR_TWO,ONE_FOUR_THREE_THREE,END_GAME,90
GameSim:22,ONE_FOUR_FOUR_TWO,ONE_FOUR_THREE_THREE,END_GAME,90
GameSim:23,ONE_FOUR_FOUR_TWO,ONE_FOUR_THREE_THREE,END_GAME,90
GameSim:24,ONE_FOUR_FOUR_TWO,ONE_FOUR_FOUR_TWO,END_GAME,90
GameSim:25,ONE_FOUR_THREE_THREE,ONE_FOUR_THREE_THREE,END_GAME,90
GameSim:26,ONE_FOUR_FOUR_TWO,ONE_FOUR_THREE_THREE,END_GAME,90
GameSim:27,ONE_FOUR_FOUR_TWO,ONE_FOUR_FOUR_TWO,END_GAME,90
GameSim:28,ONE_FOUR_FOUR_TWO,ONE_FOUR_FOUR_TWO,END_GAME,90
GameSim:29,ONE_FOUR_FOUR_TWO,ONE_FOUR_FOUR_TWO,END_GAME,90
GameSim:30,ONE_FOUR_THREE_THREE,ONE_FOUR_FOUR_TWO,END_GAME,90
GameSim:31,ONE_FOUR_THREE_THREE,ONE_FOUR_FOUR_TWO,END_GAME,90
GameSim:32,ONE_FOUR_THREE_THREE,ONE_FOUR_FOUR_TWO,END_GAME,90
GameSim:33,ONE_FOUR_THREE_THREE,ONE_FOUR_THREE_THREE,END_GAME,90
GameSim:34,ONE_FOUR_FOUR_TWO,ONE_FOUR_FOUR_TWO,END_GAME,90
GameSim:35,ONE_FOUR_FOUR_TWO,ONE_FOUR_FOUR_TWO,END_GAME,90
GameSim:36,ONE_FOUR_FOUR_TWO,ONE_FOUR_FOUR_TWO,END_GAME,90
GameSim:37,ONE_FOUR_FOUR_TWO,ONE_FOUR_FOUR_TWO,END_GAME,90
GameSim:38,ONE_FOUR_FOUR_TWO,ONE_FOUR_FOUR_TWO,END_GAME,90
GameSim:39,ONE_FOUR_FOUR_TWO,ONE_FOUR_FOUR_TWO,END_GAME,90
GameSim:40,ONE_FOUR_FOUR_TWO,ONE_FOUR_FOUR_TWO,END_GAME,90
GameSim:41,ONE_FOUR_FOUR_TWO,ONE_FOUR_FOUR_TWO,END_GAME,90
GameSim:42,ONE_FOUR_FOUR_TWO,ONE_FOUR_FOUR_TWO,END_GAME,90
GameSim:43,ONE_FOUR_FOUR_TWO,ONE_FOUR_FOUR_TWO,END_GAME,90
GameSim:44,ONE_FOUR_THREE_THREE,ONE_FOUR_THREE_THREE,END_GAME,90
GameSim:45,ONE_FOUR_THREE_THREE,ONE_FOUR_FOUR_TWO,END_GAME,90
GameSim:46,ONE_FOUR_THREE_THREE,ONE_FOUR_FOUR_TWO,END_GAME,90
GameSim:47,ONE_FOUR_FOUR_TWO,ONE_FOUR_FOUR_TWO,END_GAME,90
GameSim:48,ONE_FOUR_FOUR_TWO,ONE_FOUR_THREE_THREE,END_GAME,90
GameSim:49,ONE_FOUR_THREE_THREE,ONE_FOUR_FOUR_TWO,END_GAME,90
GameSim:50,ONE_FOUR_THREE_THREE,ONE_FOUR_THREE_THREE,END_GAME,90
GameSim:51,ONE_FOUR_THREE_THREE,ONE_FOUR_THREE_THREE,END_GAME,90
GameSim:52,ONE_FOUR_FOUR_TWO,ONE_FOUR_FOUR_TWO,END_GAME,90
GameSim:53,ONE_FOUR_FOUR_TWO,ONE_FOUR_FOUR_TWO,END_GAME,90
GameSim:54,ONE_FOUR_FOUR_TWO,ONE_FOUR_FOUR_TWO,END_GAME,90
GameSim:55,ONE_FOUR_FOUR_TWO,ONE_FOUR_FOUR_TWO,END_GAME,90
GameSim:56,ONE_FOUR_FOUR_TWO,ONE_FOUR_FOUR_TWO,END_GAME,90
GameSim:57,ONE_FOUR_FOUR_TWO,ONE_FOUR_FOUR_TWO,END_GAME,90
GameSim:58,ONE_FOUR_FOUR_TWO,ONE_FOUR_FOUR_TWO,END_GAME,90
GameSim:59,ONE_FOUR_FOUR_TWO,ONE_FOUR_FOUR_TWO,END_GAME,90
GameSim:60,ONE_FOUR_FOUR_TWO,ONE_FOUR_FOUR_TWO,END_GAME,90
GameSim:61,ONE_FOUR_FOUR_TWO,ONE_FOUR_FOUR_TWO,END_GAME,90
GameSim:62,ONE_FOUR_FOUR_TWO,ONE_FOUR_FOUR_TWO,END_GAME,90
GameSim:63,ONE_FOUR_FOUR_TWO,ONE_FOUR_FOUR_TWO,END_GAME,90
GameSim:64,ONE_FOUR_FOUR_TWO,ONE_FOUR_FOUR_TWO,END_GAME,90
GameSim:65,ONE_FOUR_FOUR_TWO,ONE_FOUR_FOUR_TWO,END_GAME,90
GameSim:66,ONE_FOUR_THREE_THREE,ONE_FOUR_THREE_THREE,END_GAME,90
